sign	date	prediction
aries	2019-02-21	 Te sentirás traicionado por un conocido que incumplirá su palabra. Pero tampoco debes tomártelo demasiado a la tremenda: simplemente, pasa página. En el ámbito familiar te sentirás muy querido y disfrutarás mucho de tu familia. Sé feliz porque te lo mereces.
tauro	2019-02-21	 En el terreno laboral serás reconocido por tus superiores por el trabajo bien hecho y despertarás la envidia de tus compañeros; tu autoestima sube como la espuma. No entres en juegos que no te interesa jugar y céntrate en lo tuyo. La proximidad de un viaje hará que estés algo distraído.
geminis	2019-02-21	 Has cometido un error del que ahora te arrepientes, pero no sabes qué hacer para solucionarlo. Intenta ser honesto con tus sentimientos y no pierdas la calma en ningún momento. Escucha a un amigo que te dará el consejo más valioso y luego síguelo al pie de la letra.
cancer	2019-02-21	 Una pequeña molestia estará incomodándote todo el día y te distraerá de lo esencial. El deporte o ejercicio físico te ayudará a sentirte fuerte de nuevo. Tendrás que afrontar una conversación algo delicada con un amigo que está atravesando una mala racha. Escúchale con paciencia.
leo	2019-02-21	 Lo pasarás maravillosamente bien en un evento social en el que brillarás con luz propia y conocerás a algunas personas interesantes. No pierdas el contacto de alguien que se ofrecerá a echarte un cable en uno de tus objetivos. Estás dando los pasos adecuados: confía.
virgo	2019-02-21	 Terminarás un trabajo creativo en el que has invertido mucho tiempo y esfuerzo y te sentirás muy bien contigo mismo. El siguiente paso en tu carrera vendrá solo, pero tendrás que ser valiente y audaz para no quedarte estancado. Confía plenamente en tus posibilidades.
libra	2019-02-21	 Si eres de los que se interesan mucho por los animales te harán sufrir algunas actitudes. Hoy no será un día del todo fácil para ti en este sentido. Defiende con fuerza aquello en lo que crees, pero no dejes que la actuación de otros llegue a debilitarte. Tienes que ser fuerte para afrontar la realidad.
escorpio	2019-02-21	 Estás a punto de entrar en un periodo de bonanza económica en el que, al fin, tendrás dinero de sobra para hacer realidad algunos de tus deseos. No te limites a ti mismo: sigue avanzando con fe y confianza hacia el lugar de tus sueños. La vida te va a ayudar.
sagitario	2019-02-21	 A veces te puede la pereza, pero hoy no debes consentirlo. Proponte dar lo mejor de ti en cada segundo y minuto del día para que, de ese modo, no retrocedas hacia lugares en los que no te interesa estar. El deporte será tu máximo aliado en este momento de tu vida.
capricornio	2019-02-21	 Alguien cercano no deja de volcar sus frustraciones y preocupaciones sobre ti. Pero ahora mismo no puedes ayudarle: tienes que dejarle su espacio para que él siga su camino de vida y haga lo que considere oportuno. Cometerá los errores que ahora necesita cometer.
acuario	2019-02-21	 No consientas que nadie te diga hoy lo que tienes que hacer. Ya eres mayorcito para tomar tus propias decisiones. Puede que tengas una pequeña discusión con tu pareja, pero todo se solucionará con un poco de amor y de comprensión. Ella te quiere y lo sabes.
piscis	2019-02-21	 Cuidado con la adicción a las nuevas tecnologías: estás invirtiendo demasiado tiempo en el teléfono móvil y otros aparatos electrónicos. Intenta gestionar tu tiempo para reservar espacios de calidad con tus seres queridos. Necesitas comunicarte desde la verdad y no desde lo virtual.
aries	2019-02-22	 Conocerás a nuevas personas que podrían alzarte hacia tus objetivos profesionales actuales. No debes perder oportunidades de mejora ni distraerte con cosas que no son importantes. Atento a las palabras que pronuncie hoy un compañero de trabajo, tiene información muy valiosa.
tauro	2019-02-22	 Te sentirás atraído hacia una persona a la que hasta hace poco veías solo como un amigo. Ve despacio y no te precipites en tus conclusiones. En lo laboral has aflojado la máquina un poco y eso no te conviene. Deja hoy fijadas tus prioridades para que no tengas distracciones.
geminis	2019-02-22	 Si quieres mejorar tu salud tienes que poner de tu parte para mejorar tu alimentación. También debes comer más despacio y beber menos. Alguien te hará una propuesta que debes estudiar con mucha atención. La oportunidad que esperabas puede estar cerca.
cancer	2019-02-22	 Se despertará tu lado más ambicioso y no habrá nadie que te pueda detener. Sigue avanzando con ilusión y no hagas caso a una persona de tu familia que tal vez no cree demasiado en tus posibilidades. En el amor te esperan novedades. Ábrete a todo lo que pueda suceder. 
leo	2019-02-22	 Tómate hoy las cosas con mucho humor y no pierdas el tiempo tontamente enfadándote por algo que no tiene importancia. En el trabajo te esperan algunas sorpresas. En lo que respecta a tu salud estarás mejor que nunca, pero no debes dejar de hacer ejercicio físico.
virgo	2019-02-22	 Hoy la vida te retará con un desafío que superarás siempre y cuando te mantengas fuerte y no caigas en el pesimismo. Cada vez que te haces la víctima eres más débil. Tendrás tiempo para disfrutar de la familia. Si tienes pareja, las cosas entre vosotros irán de maravilla.
libra	2019-02-22	 Hoy se darán varios imprevistos laborales a los que tendrás que atender de forma urgente o prioritaria. Puede que no te dé tiempo a quitarte todas las tareas pendientes, pero no te desesperes: ve paso a paso y de forma tranquila. Lo que no puedas hacer hoy lo harás mañana.
escorpio	2019-02-22	 Llevas varios días algo inquieto a nivel emocional, pero no debes preocuparte: poco a  poco irás recuperando tu centro. Ciertos acontecimientos te están afectando más de lo que deberían. Céntrate en las personas que te quieren y no te preocupes por lo demás.
sagitario	2019-02-22	 Estos días serán claves para que se den en tu vida algunos cambios por los que habías trabajado mucho tiempo. Si hoy las cosas se complican con tu pareja, paciencia. Puede que estés algo más vulnerable de lo normal, pero los demás no tendrán la culpa.
capricornio	2019-02-22	 Adopta un enfoque positivo en todo momento ante un suceso que ocurrirá en tu familia inesperadamente. Puede que alguien te intente convencer para que hagas algo que no quieres, pero será mejor que te mantengas firme en tus convicciones y no des tu brazo a torcer.
acuario	2019-02-22	 Estás cada vez más cerca de un objetivo por el que has luchado mucho, pero corres el riesgo de rendirte en el último momento. No dejes de luchar y lo conseguirás. En el terreno amoroso estás viviendo un momento muy dulce. Disfrútalo y sé feliz.
piscis	2019-02-22	 Tienes algunas creencias limitantes sobre el amor que están impidiendo que encuentres a la persona de tu vida. El pasado no tiene por qué influenciar tu presente si tú no lo permites. Si hoy tienes dolor de cabeza, analiza qué situaciones te están estresando e intenta eliminarlas.
aries	2019-02-23	 Varios quebraderos de cabeza rondarán por tu mente a lo largo de todo el día. Solo encontrarás una solución para esas cosas que tanto te preocupan cuando logres aceptar que el verdadero problema no está fuera de ti, sino dentro. Ábrete a nuevas ideas.
tauro	2019-02-23	 Un electrodoméstico u otro objeto de la vivienda podría estropearse de pronto, por lo que puede que tengas que hacer un desembolso económico inesperado. Debes evitar hacer gastos innecesarios en objetos que no te están aportando nada en tu vida. Sé consecuente con tu presupuesto. 
geminis	2019-02-23	 Las cosas marchan maravillosamente en el amor: estás en una etapa muy buena en la que tú y tu pareja os entendéis a la perfección. Hoy vivirás junto a ella momentos dulces y al mismo tiempo pasionales. Tendréis que decidir algo juntos pero puede ser una experiencia apasionante.
cancer	2019-02-23	 Lograrás conectar con tus deseos más profundos gracias a un estado meditativo en el que te sentirás muy en paz. Puede que surja una idea nueva que podría conducirte a un lugar diferente al que tenías planeado para ti. Un mundo nuevo se abrirá ante tus ojos y te dirá muchas cosas sobre ti mismo.
leo	2019-02-23	 Hoy vivirás algunas experiencias maravillosas, pero no debes dejarte manipular por alguien que desde hace tiempo tiene fijación contigo. Si crees más en ti mismo y superas del la necesidad de aprobación, todo será más fácil. Y las cosas irán mucho mejor.
virgo	2019-02-23	 Alguien te invitará a un evento social o acto que parecerá, a primera vista, muy apetecible, pero las cosas podrían no ser como parecen. No cambies tu planificación del día o alguien podría sentirse decepcionado. Decidas lo que decidas, sé coherente con tus valores más profundos y auténticos.
libra	2019-02-23	 Te llegará una propuesta para realizar un trabajo con el que no contabas y tendrás más dinero para llevar a cabo un interesante proyecto. Libérate de ciertas cadenas y no alargues en el tiempo algo que te está incomodando demasiado. Céntrate en ser feliz.
escorpio	2019-02-23	 El rumbo de tu vida podría dar un giro inesperado sin que tengas que proponerte nada. Los cambios serían buenos, pero tendrías que adaptarte de la forma más eficaz posible. En los últimos meses has vencido miedos importantes, pero eso ha sido solo el principio.
sagitario	2019-02-23	 Has hecho algunos cambios en el hogar pero aún te quedan reformas importantes que no sabes si afrontar en este momento. Tal vez tengas que realizar una compra o contratar a alguien haciendo un desembolso importante que no quieres asumir. Retrásalo lo menos posible.
capricornio	2019-02-23	 Si practicas un deporte de competición, ándate con cuidado o podrías lesionarte. Sigue las recomendaciones de un médico al pie de la letra. Tendrás tiempo hoy de divertirte con tus amigos después del trabajo. Desahógate contándoles tus preocupaciones.
acuario	2019-02-23	 Te estás esforzando mucho en tu trabajo, pero aún así no ves los resultados que te gustaría. Tal vez tus acciones no están siendo tan provechosas y fructíferas como podrían ser. Permite que alguien experto te aconseje, pero no caigas en las garras del desánimo.
piscis	2019-02-23	 Si estás planificando un viaje con tu familia, no lo dejes para más adelante: es hora de ponerle fecha. Será una experiencia muy positiva que no solo aumentará vuestra felicidad, sino que os hará conoceros y comprenderos más. Aplazar las cosas indefinidamente es un error.
aries	2019-02-24	 Hoy estarás de mucho mejor humor que ayer, en parte debido a las buenas compañías de las que te rodearás. Está bien que te diviertas siempre y cuando no dejes de mirar algunos problemas que aún necesitan solución. La evasión no siempre es buena, también hay que encarar la realidad.
tauro	2019-02-24	 Hoy será un día agradable, sin altibajos ni contratiempos. Te sentirás tranquilo y templado. Puede que tengas que hacer algunas tareas tediosas, pero lo harás sin comerte demasiado la cabeza. Por la noche tendrás una cena romántica con tu pareja.
geminis	2019-02-24	 Tu lado más terrenal hace que siempre quieras estar haciendo cosas. Necesitas ser productivo en todo momento y poner el foco en los ingresos y beneficios de cada cosa que haces. Es una de tus cualidades, pero no debes presionarte tanto. Afloja un poco.
cancer	2019-02-24	 El estrés que has venido sufriendo en los últimos días aumentará hoy debido a una serie de imprevistos. Mantén la calma en todo momento y céntrate en cada cosa que hagas. No sería mala idea que vayas a un balneario urbano a relajarte. Tranquilo: todo irá bien.
leo	2019-02-24	 Últimamente casi no tienes tiempo para estar a solas contigo mismo. Hoy sentirás la necesidad de cancelar algunos planes y reservar tiempo para ti. No dudes en hacerlo. Te sorprenderás de las conclusiones a las que puedes llegar en solo una hora de reflexión e introspección.
virgo	2019-02-24	 No desperdicies tu tiempo con una persona algo tóxica que trata de transmitirte sus ideas negativas. Tú tienes su camino y ella tiene el suyo. Ahora debes seguir el camino de tu poderosa sabiduría interior: solo así no te equivocarás y llegarás a tus metas.
libra	2019-02-24	 Un compañero de trabajo te dará la espalda y eso te inquietará bastante, pero no debes enfocarte en quienes no están de tu lado, pues no merece la pena perder el tiempo en ello.. Hay muchas otras personas que te quieren y te aprecian: valóralas. A veces te dejas llevar por apariencias que son del todo engañosas.
escorpio	2019-02-24	 Hoy tendrás tiempo para disfrutar con buenos amigos que siempre te elevan el corazón. Cuídales y cultiva una amistad que sin duda va a seguir creciendo. Escucha con atención a lo que dirá uno de ellos cuando habléis de un tema algo filosófico. Llevará razón.
sagitario	2019-02-24	 Un familiar te escribirá o te llamará para preguntarte algo que le preocupa bastante. No tendrás la respuesta, pero si le escuchas y le dices que le comprendes, ya le habrás ayudado bastante. No le juzgues en ningún momento, no es tu mejor opción.
capricornio	2019-02-24	 Si tienes pareja, vivirás un día mágico con ella. Casi todos los problemas que teníais quedarán solucionados en un instante de amor. Debes evitar, eso sí, temas conflictivos que podrían llevaros inmediatamente a un pasado al que no te interesa regresar.
acuario	2019-02-24	 En una reunión con tu familia saldrá a la luz, de nuevo, un pequeño conflicto que no termina de solucionarse. Se tratará de algo que te afecta directamente, pero aún así debes intentar mantenerte al margen. Intenta estar con tu mente en calma en todo momento para reaccionar adecuadamente.
piscis	2019-02-24	 En una larga conversación que mantendrás con un amigo o conocido surgirá una idea que será clave en un nuevo proyecto. Pero tendrás que ser valiente para llevarla a cabo. En lo personal, estás viviendo un momento de vida extraordinario. Sigue siendo feliz.
aries	2019-02-25	 El tiempo pasará hoy muy rápido para ti: las horas volarán y tu jornada terminará antes de que te des cuenta. Tienes que organizarte mejor para que te dé tiempo a terminar, diariamente, las tareas más importantes. Esta noche será muy pasional.
tauro	2019-02-25	 Hoy estarás espacialmente comunicativo con todas las personas que te encuentres, concretamente lograrás entenderte con alguien con quien normalmente acabas discutiendo. Si te propones ser más paciente, las cosas serán más fáciles y fluidas para ti.
geminis	2019-02-25	 Las cosas no saldrán como esperabas en una reunión de trabajo en la que no te sentirás del todo valorado. No importa que los demás no confíen del todo en tu propio criterio: lo importante es que confíes tú. Si uno de tus familiares te da un consejo hoy, escúchale bien, será muy sabio.
cancer	2019-02-25	 Lograrás conectar con tus deseos más profundos gracias a un estado meditativo en el que te sentirás muy en paz. Puede que surja una idea que no había surgido hasta ahora y que sea diferente a lo que tenías pensado para ti. Un mundo nuevo se está abriendo, pero debes ir paso a paso.
leo	2019-02-25	 Cuida tu salud o empezarás a sentir algunas molestias que podrían terminar en gripe o resfriado. Abrígate bien y cuidado con las salidas nocturnas. Un amigo te dará una gran idea relacionada con un viaje que tienes pensado hacer en un futuro próximo. Busca información.
virgo	2019-02-25	 Haz todo lo posible por mantener una actitud positiva a lo largo de todo el día para que, de ese modo, puedas llevar con dignidad una situación algo injusta que se dará en el centro de trabajo. No hagas caso a un compañero que siempre está contando historias sobre los demás.  
libra	2019-02-25	 Hoy no será un día fácil para ti: estará lleno de obstáculos. Pero no debes perder la esperanza, sigue creyendo en ti y pronto verás resultados en un negocio en el que te estás involucrando al máximo. En el amor las cosas irán mejor que nunca. Estarás feliz y eso compensará todo.
escorpio	2019-02-25	 Te sentirás a tope de energía, con mucha vitalidad y sabrás que puedes con todo. Puede que alguien te decepcione hoy, pero debes pasar página pronto: no hagas demasiado caso a los actos de los demás y céntrate en ti. Contagiarás con tu entusiasmo a quienes te rodean.
sagitario	2019-02-25	 Últimamente estás en constante búsqueda, siempre a la caza de algo nuevo. Lo mejor que puedes hacer, sin embargo, es centrarte en el momento presente para que de ese modo puedas disfrutar de lo que tienes ahora. No tienes que exigirte tanto. Medita sobre ello.
capricornio	2019-02-25	 Si estás pensando en hacerte un tatuaje, no lo hagas hasta estar totalmente seguro de qué quieres tatuarte. Si te dejas influenciar por un amigo que normalmente tiene gustos diferentes a los tuyos, podrías terminar arrepintiéndote. Piénsalo bien.
acuario	2019-02-25	 No dediques demasiado tiempo a planificar actividades que luego tal vez no puedas llevar a cabo. Vive el presente y fluye con lo que la vida te proponga y así experimentarás más sorpresas. Cumplir con las tareas imprescindibles de hoy, te dará mucha confianza.
piscis	2019-02-25	 Planta bien los pies en la tierra o correrás el riesgo de caerte. Y es que últimamente te interesa más lo inmaterial e intangible que lo auténticamente real. Si tienes dudas sobre algo, pide consejo al mismo amigo con el que la semana pasada fuiste a cenar.
aries	2019-02-26	 Es el momento de empezar con ciertos cambios en el hogar que llevas retrasando desde hace varios meses. Tal vez necesites pintar el piso, cambiar los muebles o incluso mudarte a otra casa. Todo lo que hagas hazlo con amor y te llevará a más felicidad.
tauro	2019-02-26	 Desde hace algunas semanas estás intentando ahorrar dinero y gastar menos, pero demasiadas veces acabas haciendo desembolsos innecesarios. Tienes que controlarte más y no dejarte llevar por un lado más derrochador que te está alejando de tus objetivos más importantes.
geminis	2019-02-26	 Estás planificando con mucha ilusión unas vacaciones, pero aún tienes dudas sobre el destino. Siempre te cuesta demasiado decidirte. No mires tanto por el dinero y haz caso a tu intuición. Ve a ese lugar que te está llamando desde hace tiempo. Allí hallarás no sólo diversión, también respuestas.
cancer	2019-02-26	 Últimamente no han dejado de suceder cosas en tu familia, pero debes mantener la calma y seguir confiando en la vida. Se resolverá satisfactoriamente un problema familiar algo complicado que venía de atrás. Todo irá bien: puedes estar tranquilo de cara al futuro.
leo	2019-02-26	 Llevas días o semanas esperando una llamada con mucha ilusión, pero si no la recibes hoy, lo mejor será que sueltes esa historia y dejes las cosas como están. El verdadero amor llegará muy pronto siempre y cuando tú lo permitas. Escucha a tu corazón en todo momento.
virgo	2019-02-26	 La jornada de hoy podría ser intensa: tal vez vivas experiencias que podrían quedar grabadas a fuego en  tu memoria. Podrías despertar ciertas endivias, pero no dejes de sonreír por culpa de otros. Si tú no lo permites, nadie podrá arrebatarte este momento tan especial. Te sentirás muy especial.
libra	2019-02-26	 Es el momento de que dejes de mirar para otro lado y afrontes un problema de comunicación con tu pareja. Puede que te sientas algo triste o impotente cuando ves que no consigues transmitir del modo correcto tus sentimientos, pero no tires la toalla. Querer es poder.
escorpio	2019-02-26	 Estás atravesando una situación laboral algo inquietante y no sabes bien cómo actuar de aquí en adelante. Tranquilo: las cosas se irán resolviendo poco a poco, sin prisa pero sin pausa. De momento, sigue esforzándote cada día y permanece atento a las oportunidades.
sagitario	2019-02-26	 La Luna menguante en tu signo hoy te lleva a sentir en primer plano lo más físico, tu organismo. Es hora de que te propongas cuidarte más tanto física como emocionalmente para que puedas sentirte bien y afrontar con energía cada día. Huye de la pereza y actívate.
capricornio	2019-02-26	 Hace algún tiempo prestaste dinero a alguien y aún no te lo ha devuelto. Es hora de que lo reclames. Necesitas disponer de más medios para impulsar un negocio con el que puedes ganar mucho más dinero del que estás ganando. No lo dejes más.
acuario	2019-02-26	 Ya está bastante cerca un gran viaje que harás en compañía de algunos de tus mejores amigos, pero aún no tienes ultimados los preparativos. No esperes al último momento: podrían surgir complicaciones de última hora. Será una experiencia que te llevará a un gran aprendizaje.
piscis	2019-02-26	 Aún tienes remordimientos por un error que cometiste en tu pasado por el que todavía no te has perdonado. Debes olvidar el pasado y centrarte en el presente. Mira hacia delante, sin sentimiento de culpa, y surgirán ante ti oportunidades maravillosas. La música te hará mucho bien, te ayudará a pensar en todo ello.
aries	2019-02-27	 Aún tienes remordimientos por un error que cometiste en tu pasado por el que todavía no te has perdonado. Debes olvidar el pasado y centrarte en el presente. Mira hacia delante, sin sentimiento de culpa, y surgirán ante ti oportunidades maravillosas. La música te hará mucho bien, te ayudará a pensar en todo ello.
tauro	2019-02-27	 Tendrás que tomar en los próximos días una decisión importante que puede afectar a tu futuro más de lo que tal vez piensas. No te dejes influenciar por nadie de tu familia: ellos no pueden entenderte del todo en algo que no han experimentado. Atrévete.
geminis	2019-02-27	 Te sentirás algo frustrado al comprobar que aún estás lejos de un objetivo en el que llevas trabajando bastante tiempo, pero tranquilo: estás a tiempo de rectificar y coger una ruta más rápida que te lleve al lugar al que quieres llegar. Confía en ti y no te distraigas.
cancer	2019-02-27	 Necesitarás el apoyo de quienes te quieren para superar un bache que no será grave pero podría afectarte más de la cuenta. Pide cuanta ayuda necesites y enfoca las cosas de un modo optimista. En el trabajo todo irá de maravilla y uno de tus superiores te felicitará.
leo	2019-02-27	 Estás en una etapa de bonanza económica y el dinero no es un problema para ti, pero aún así estaría bien que seas cuidadoso con lo que gastas y no derroches. En el amor no estás teniendo tanta suerte, pero eso podría cambiar en cualquier momento. Confía en el destino y en tu poder de seducción.
virgo	2019-02-27	 Alguien de tu entorno meterá la pata en algo que terminará por afectaros, de un modo u otro, a toda la familia. No llegará la sangre al río, pero aún así debes poner límites y no permitir ciertas cosas. Deja todo bien claro y no te sientas culpable. El responsable será otro.
libra	2019-02-27	 Hoy estarás demasiado irritable en el trabajo y no será tu mejor día. Puede que discutas con un compañero que no tendrá la culpa de que tú estés más nervioso de lo normal. Pide disculpas. Y analiza, a solas, de dónde viene ese estado emocional y cuáles son sus verdaderas causas.
escorpio	2019-02-27	 Estás a punto de conseguir un sueño por el que has luchado mucho. Tus relaciones personales mejorarán a medida que seas más feliz. Pronto entrarás en una etapa nueva que vas a disfrutar enormemente. Sabes lo que quieres y vas a seguir yendo a por ello. Pero poco a poco.
sagitario	2019-02-27	 Por fin verás los frutos de una semilla que plantaste hace algunos meses. Tus finanzas van a mejorar gracias a una serie de casualidades que parecerán unirse en tu favor. Eso sí, debes estar muy despierto para que no se escapen las oportunidades que llegarán de una manera un tanto sutil.
capricornio	2019-02-27	 Alguien en tu entorno te está criticando o juzgando demasiado gratuitamente y no debes permitirlo más. Deja las cosas claras y no consientas que tu autoestima se vea minada por la opinión de otras personas que no tienen demasiado que ver contigo.
acuario	2019-02-27	 Volverás a hablar con tu ex y podrías tener un acercamiento con él o con ella. Si insiste en que volváis, piénsatelo muy bien para que así no caigas de nuevo en los mismos errores. Un amigo que ha pasado por lo mismo te dará un consejo muy valioso. Medita antes de dar el paso.
piscis	2019-02-27	 Hoy disfrutarás de la soledad y no tendrás necesidad de compartir tiempo con nadie. Permítete estar solo, goza de la lectura y de esas cosas para las que normalmente no tienes tiempo. La semana que viene será intensa y lo mejor será que repongas energías y tengas la mente muy zen.
aries	2019-02-28	 Alguien te dará una buena idea que te servirá para mejorar tu forma física. En el trabajo tendrás que dar el máximo: uno de tus superiores estará muy pendiente de ti. El ascenso que tanto deseas podría estar cerca si dejas de criticar a otros y te centras en lo tuyo.
tauro	2019-02-28	 Se multiplicarán las tareas pendientes y sentirás cierto estrés y ansiedad que debes parar cuanto antes. Aprende de una vez a priorizar: entiende que no puedes llegar a todo. Delega y deja claro en la agenda qué es urgente y qué es importante para ti. No es lo mismo.
geminis	2019-02-28	 Una pequeña discusión con tu pareja desembocará en un conflicto a menos que tú lo pares a tiempo. Sabes cuáles son sus puntos débiles: no entres en su juego. Tus relaciones familiares, por el contrario, irán maravillosamente bien. Vas por muy buen camino en ese aspecto.
cancer	2019-02-28	 Alguien en el trabajo tratará de ponerte una zancadilla, frenarte profesionalmente, pero no debes dejarte aplastar en ningún momento. Sé firme en tus convicciones y valores. No permitas que tu opinión sea siempre la menos importante. Eres digno de ser escuchado.
leo	2019-02-28	 Estarás algo inquieto por diversas circunstancias que escapan a tu control, pero el hecho de que estés nervioso no solucionará nada. Trata de concentrarte en tu jornada laboral para que no te queden tareas importantes por realizar. Dar un paseo y hacer respiraciones profundas te irá muy bien.
virgo	2019-02-28	 Te indignarás al escuchar un rumor malintencionado sobre un familiar o amigo. Calma: no entres al trapo ni le des excesiva importancia a las palabras de alguien que no sabe lo que dice. Cada persona se retrata a sí misma. Tu tiempo es muy valioso para perderlo por personas tóxicas.
libra	2019-02-28	 Te vendrá a la cabeza una gran idea cuando camines por la calle. En un principio te dará algo de miedo ejecutarla, pero si planificas bien los pasos a seguir y avanzas poco a poco, todo irá sobre ruedas. Puede que uno de tus amigos se asocie con tu nuevo proyecto.
escorpio	2019-02-28	 Alguien te propondrá algo, al terminar la jornada laboral, que hará que termines el día con muy buen pie. Pero cuidado: por muy bien que te suene la propuesta, tómate tu tiempo para decidir o podrías comprometerte a algo que no puedes cumplir.
sagitario	2019-02-28	 Una de tus cualidades es la generosidad, pero a veces puede volverse en tu contra. Hoy debes estar muy atento para que nadie logre abusar de tu confianza. Después de tu jornada laboral recibirás noticias de una persona de tu pasado y eso te inquietará bastante. Intenta pensar en otra cosa antes de dormir.
capricornio	2019-02-28	 En el área laboral las cosas no van del todo bien, pero no debes desanimarte. Hay rachas mejores y rachas peores. Lo verdaderamente importante es que mantengas una actitud entusiasta para que así no cierres las puertas a nuevas posibilidades.
acuario	2019-02-28	 Un nuevo proyecto laboral o artístico hará que te sientas muy realizado y que empieces una etapa muy interesante. No dudes de ti mismo: actúa con confianza y determinación, sin conceder a la duda o al miedo demasiado espacio. Los resultados superarán tus expectativas.
piscis	2019-02-28	 Hoy será, con diferencia, tu mejor día de la semana. Alguien te dará una sorpresa y vivirás con esa persona momentos de gran complicidad y pasión. Disfrutarás del presente con toda intensidad. Te sentirás muy pleno. Si te propones seguir así toda la semana, lo conseguirás.
aries	2019-03-01	 Hoy tu salud no estará al cien por cien y ni siquiera sabrás por qué. Parece que el estrés de los últimos días te está pasando algo de factura. Cuídate, quiérete y no te fuerces demasiado hasta que te hayas recuperado totalmente. Si va a más, pide cita con el médico. 
tauro	2019-03-01	 En tu entorno familiar no siempre te sientes comprendido, pero hay alguien que nunca te falla. Hoy compartirás una preciosa experiencia con esa persona a la que quieres mucho y te sentirás muy afortunado de que esté a tu lado. Cultiva las relaciones que te hacen feliz.
geminis	2019-03-01	 Alguien te contará un secreto que te implicará, al menos en cierta medida, con un asunto del que hasta hace poco no tenías demasiado que ver. Ofrece tu opinión de la forma más honesta posible y así evitarás salir perjudicado. No intentes llevar la razón.
cancer	2019-03-01	 En el amor las cosas no van demasiado bien. No significa que vayas a romper con tu pareja, si la tienes, pero sí que tal vez se están dando algunos cambios en vuestra relación. Intenta buscar la manera de evolucionar junto a la persona que más quieres aunque eso suponga ceder en muchos aspectos.
leo	2019-03-01	 Recibirás un mensaje al móvil que te descolocará un poco, pero luego, cuando analices bien la situación, todo adquirirá un mayor sentido. Las piezas del puzzle te encajarán y entonces estarás preparado para pasar al siguiente nivel en tu vida. Date tiempo para reorganizarte.
virgo	2019-03-01	 Al fin tendrás una cita con una persona que te gusta bastante, pero puede que finalmente te decepcione y no lleguéis a nada. Encontrarás algo que llevabas buscando en tu casa durante varios días. Si tienes un pequeño tropiezo, analiza lo que puede significar.
libra	2019-03-01	 Reserva tiempo para pasar en la intimidad con tu pareja u os seguiréis distanciando lentamente. El estrés de vuestras vidas podría hacer mella entre vosotros a menos que los dos pongáis de vuestra parte. En tu centro laboral alguien te felicitará por el trabajo bien hecho.
escorpio	2019-03-01	 No puedes desconfiar de personas que te han demostrado su lealtad a lo largo del tiempo. Sé comprensivo con las personas a las que quieres y demuéstrales que su palabra es importante para ti. Dedica un tiempo hoy a la autocrítica y a la autorreflexión. Sacarás buenas consecuencias.
sagitario	2019-03-01	 Será una jornada especialmente creativa, sobre todo en las últimas horas del día en las que te sentirás particularmente inspirado. Si tienes un trabajo artístico, no querrás sino dedicarte a él, y si no lo tienes, dejarás volar tu imaginación y llegarán a ti grandes ideas.
capricornio	2019-03-01	 Alguien de tu pasado te contactará para mostrarte su arrepentimiento. No seas tan duro y perdónale. Recuerda que perdonar no significa tener que retomar una relación que ya terminó hace tiempo. Simplemente, te liberarás de las cadenas que os ataban. Después te sentirás mejor.
acuario	2019-03-01	 El movimiento es importante para la salud y tu cuerpo te pide desde hace tiempo más ejercicio físico. Escoge el que más te guste y empieza de nuevo sin excusas. Tu salud te lo agradecerá. Te invitarán a un cóctel social en el que podrías conocer a alguien interesante.
piscis	2019-03-01	 Desde hace tiempo que sales con alguien, pero nunca te has planteado ir demasiado en serio. Parece que los dos queréis lo mismo, pero ninguno se atreve a dar el paso. Quizá sea el momento de dar un paso más. Sé honesto y háblalo con ella o con él para saber cuál es su opinión.
aries	2019-03-02	 Últimamente vas acelerado y los demás no pueden seguirte el ritmo. Detente un poco, aunque sea en los días festivos. Que tomes acción, iniciativa, por las cosas que quieres alcanzar es positivo, pero no hay razones para correr tanto. Reserva espacios de tiempo para disfrutar de lo que te rodea.
tauro	2019-03-02	 Te gustaría ingresar más dinero, pero no te decides a dar los pasos para mejorar tu economía. En el fondo sabes qué es lo que podría impulsar tu negocio o hacer que las cosas vayan un poco mejor en tu trabajo: solo te hace falta un poco de valentía. Deja los miedos atrás.
geminis	2019-03-02	 Hay un asunto que te inquieta y que no termina de resolverse. Las piezas del puzzle encajarán en el momento perfecto: por ahora solo puedes esperar y cuanto menos nervioso te pongas, mejor. Trata de serenarte, de disfrutar del camino y de compartir momentos de alegría con las personas que quieres.
cancer	2019-03-02	 Hoy será el día perfecto para reparar ciertas cosas que están rotas en el hogar. No te desesperes a las primeras de cambio: si tienes paciencia, conseguirás dejarlo todo perfecto. Demuestra cómo de importante es tu hogar para ti y te sentirás en armonía.
leo	2019-03-02	 Si sientes molestias físicas, ponte en manos del médico lo antes posible. No tienes por qué tener nada grave, pero los pensamientos recurrentes no se irán hasta que quede todo claro. En el trabajo las cosas no saldrán hoy como tú querías: alguien cambiará algo en tu agenda y eso te molestará.
virgo	2019-03-02	 Te estás volviendo demasiado ordenado con las cosas del hogar, y eso no es malo siempre y cuando no trates de imponer tu criterio a tu pareja y a quienes te rodean. No todo tiene por qué estar siempre en el sitio exacto: sé un poco más flexible. Afloja y descansa.
